"","V1"
"cg09502339",0.0300047048568119
"cg02609733",0.0196674806219617
"cg06199753",0.0144164912347058
"cg01962826",0.0208223647280255
"cg18468088",0.437757025500995
"cg04096697",-0.03675642978656
"cg15399122",-0.0301249319225556
"cg06378976",-0.00474488093882363
"cg09226692",0.361268678901156
"cg01804382",-0.142317594024862
"cg18568843",-0.279320235796489
"cg19768311",0.0726669331953194
"cg23174607",0.124066828818604
"cg07460842",-0.0117914893782356
"cg06952471",-0.0985637406766146
"cg23248324",-0.00407676453687822
"cg20295374",-0.0580371066129917
"cg22092014",0.0205349612742953
"cg06011544",-0.0636999307432392
"cg03043157",-0.0272865884099923
"cg01820962",-0.0530839300966125
"cg03944089",0.00434190681902983
"cg12546582",0.0140119003404834
"cg13026729",0.0992514511316002
"cg13221458",-0.032613516175781
"cg23829577",0.0438890076435585
"cg09655876",0.0332288866808681
"cg11342941",0.0106441328050256
"cg22410568",-0.00302040606158879
"cg05509228",-0.0115552146907938
"cg01740202",-0.0508991135246788
"cg10117599",-0.0163185456740576
"cg15760709",0.732012536717506
"cg24528693",0.015498800041547
"cg24577389",0.0164968867865884
"cg22396663",0.927000949524981
"cg09398082",0.0915104240356252
"cg22141315",-0.105736651854315
"cg22183456",-0.0422938446573796
"cg14362004",0.744647860152922
"cg20328736",-0.21104101272372
"cg19142553",-0.024908093421562
"cg00659559",-0.283147004570583
"cg15768613",-0.00494996993343528
"cg18669022",-0.00728178562345882
"cg19289921",0.0923074145061005
"cg08735193",-0.0700383372935911
"cg20564496",-0.00777803719226178
"cg26916862",-0.0272410697324913
"cg22695986",-0.0594130793587007
"cg24975986",-0.0230856166732983
"cg11267480",0.0570631530310096
"cg05438220",-0.0149217788511465
"cg01963002",-0.0161614576691101
"cg27664120",0.0325593326856488
"cg04742719",-0.112672097015401
"cg01008256",-0.0196601224676009
"cg16555537",0.0326267352349156
"cg20826151",-0.0592282329008704
"cg21186299",0.475152828953071
"cg26830108",0.265689009132949
"cg26441499",0.0125701574248662
"cg01493685",-0.068427472586456
"cg09456389",0.035061286114379
"cg22218695",0.0253267221729389
"cg06903658",0.0124717458972082
"cg01017541",-0.036328264558012
"cg23380307",0.14809606256542
"cg27229586",0.254482631617432
"cg20426994",0.440168287765508
"cg14361627",0.0850873757657048
"cg08097417",0.276887713636871
"cg07955995",0.720591304501087
"cg22285878",0.0991843717703272
"cg23731991",-0.149803586705048
"cg19045437",0.0575493513782373
"cg16450683",0.143482087506643
"cg21897367",0.0210854404139706
"cg06496022",-0.000885123505023351
"cg26949393",0.0131574788334602
"cg01572810",-0.0285870183196071
"cg00292135",0.056529640507952
"cg07927379",0.0354819306526179
"cg07032987",0.0433707856563723
"cg19790941",-0.30908045180613
"cg00369443",0.0161914091353737
"cg16856213",-0.0107646212071283
"cg16321109",-0.0812983125154296
"cg22381154",0.00869486845136462
"cg00552087",0.20983709131728
"cg00154950",0.0141551079427065
"cg07969676",0.00590284436841112
"cg04541228",0.151165379862014
"cg03127563",-0.182492008262523
"cg16419235",0.213547178615301
"cg20890210",-0.0422759114868638
"cg18702827",-0.743655498937534
"cg12402251",0.0592140181501733
"cg08245578",-0.000896733970569722
"cg06636551",-0.0303222764300934
"cg21442626",-0.014721402072281
"cg17462793",-0.06284777528556
"cg16875032",-0.0200989764496234
"cg20296493",-0.0386751858169947
"cg03754882",0.0157859161246718
"cg08775595",-0.0105912957890996
"cg11736524",0.0132705220429215
"cg21674704",0.525035001881398
"cg15707833",0.164873318313955
"cg25392060",-0.0626466680456141
"cg17903548",-0.0548214720962127
"cg04480665",-0.016693348129738
"cg18584803",-0.115128552436402
"cg18211761",0.00699157270905995
"cg25834632",0.00121106561160888
"cg02365514",0.0667761749133086
"cg11205696",0.00120620677277155
"cg04796498",0.19113815874262
"cg00295887",-0.208023306935113
"cg13952963",0.0137006075081211
"cg14269010",-0.0084137316096292
"cg13696752",0.0505371254774622
"cg19724470",-0.154254975961631
"cg09722555",-0.176822606558606
"cg14159526",0.0102018370238374
"cg18957138",-1.36735126811242
"cg07194321",0.00321759877109457
"cg05969697",-0.238142391307245
"cg01544405",-0.0373301761547907
"cg01692968",-0.0670769439917955
"cg13793166",0.00905020013766185
"cg14631896",-0.0156231977189039
"cg13927228",-0.0662789161771116
"cg00273198",-0.00457734631601253
"cg04986483",-0.146202759248675
"cg06231995",0.0629742775939524
"cg05506270",-0.0181388838744996
"cg06731611",-0.0431844567681356
"cg17504453",0.0197625702612876
"cg08557179",-0.000406538506166104
"cg05888872",-0.00349137939949399
"cg00357213",-0.0839429977915805
"cg03634479",-0.0818111014544925
"cg13327545",0.0754302081931067
"cg24350475",-0.0084870154085992
"cg11614536",-0.10532849435513
"cg14776578",-0.0971443484310183
"cg10381520",0.00641106409943449
"cg11781535",-0.0480119324446934
"cg16339943",-0.036295688638758
"cg18240400",0.359753145586021
"cg15586842",0.0671869479475576
"cg22796704",-0.397150347263407
"cg05273049",-0.0111319004556465
"cg02731293",-0.0393249887446967
"cg07824800",-0.0417148856258885
"cg20648333",-0.0286198647463806
"cg23837265",-0.00856386998177352
"cg04680743",-0.10928231827456
"cg12529006",-0.412943214126647
"cg03088791",0.0395013556379881
"cg11380830",-0.0714468270223415
"cg13424029",-0.0912599376654175
"cg03440556",0.0328771603528238
"cg20525243",-0.0287741691629554
"cg05518803",0.0908559654092214
"cg03092918",0.0309821986119311
"cg23971517",-0.293736335434283
"cg01213599",-0.0028102855088128
"cg21750602",-0.0731803921933371
"cg05694353",0.0610081618753641
"cg13418804",0.0946982155957602
"cg16832975",0.393322863803106
"cg03875091",0.0143546718613987
"cg02401524",0.000619060384049049
"cg27066256",-0.0146470931323765
"cg18028767",-0.11726238219724
"cg19289112",0.0863703975284378
"cg26429520",-0.0261963497931586
"cg14907310",-0.0165468461793139
"cg26688678",-0.014566324707292
"cg05898618",-0.106717480043773
"cg19779605",0.1034434675085
"cg26217318",-0.0776400756669951
"cg04053776",-0.000203904616160008
"cg04940570",0.131348259785056
"cg20764116",-0.0512762788410639
"cg20910429",-0.0264363331006255
"cg01511567",-0.0600287799005639
"cg22728830",0.00662942558827826
"cg27139424",0.0513438926152664
"cg19750116",-0.00186205302545022
"cg21963048",0.336379976811359
"cg14483383",0.108224450610317
"cg23669043",-0.151677899786237
"cg12936779",0.401868038466105
"cg16000022",-0.0216710989307781
"cg07781399",0.046364064537303
"cg23167906",-0.21233479163997
"cg15269503",0.00885223060420876
"cg13965908",-0.0265329356446992
"cg08160331",0.18630586061134
"cg19901956",0.000134865765248565
"cg16359550",0.0700910258701875
"cg10606490",-0.0769714916326421
"cg26321969",0.0352061973001911
"cg24827784",-0.417168136764137
"cg08738386",0.00478292091841902
"cg00322927",-0.00944258173557883
"cg12115882",0.00144046622765933
"cg18569661",-0.00608188859420153
"cg26565018",-0.0207152049965579
"cg20467114",-0.0570988887353837
"cg11791577",-0.0241001778899383
"cg27154725",-0.0394428798194431
"cg09692396",-0.356971362754983
"cg22682373",0.0346279732485285
"cg06099459",0.047095910707382
"cg09663059",-0.0113023395471631
"cg01639485",-0.18014269853035
"cg22458088",0.0109225893377223
"cg04589828",0.0784784350791767
"cg26980789",-0.0440942235157677
"cg09143195",-0.0627495011454558
"cg25754956",0.0708868416086497
"cg15772924",0.000144569425390712
"cg22358580",0.10837579914512
"cg18473521",0.392397537745246
"cg16915863",0.0365172875149642
"cg02059047",-0.00569713585897412
"cg24336808",0.0566986280778646
"cg23907053",-0.0847156966610261
"cg13663218",-0.208358193527454
"cg11126205",-0.0783992410140405
"cg01814191",0.0321090105688637
"cg05847784",-0.115721225569828
"cg20704159",-0.00703502449203455
"cg05967001",-0.203350198086269
"cg06564523",0.0287138851959244
"cg03934493",0.0157851544608444
"cg17878881",0.0531802601791542
"cg07877257",-0.00564878912395221
"cg15912086",0.0240369795752033
"cg18997918",-0.0105261210542292
"cg15111626",-0.0260590438457756
"cg19793366",-0.00758831869649542
"cg26490949",0.400766166228867
"cg23247274",-0.0255652183142974
"cg13730219",0.0196540719835264
"cg10653131",-0.0240994445647078
"cg02126117",-0.0665641297407436
"cg07860673",0.056487968869208
"cg06648759",0.535581749592482
"cg03551607",-0.408284245442761
"cg21801165",-0.066677954884124
"cg20709203",-0.0802192567971481
"cg26356450",-0.00397093800475384
"cg25527618",0.0141154229837077
"cg11174089",-0.040495166259275
"cg10230711",0.146471083297438
"cg22051925",0.101815379368637
"cg11723923",0.000833718061994412
"cg19891452",-0.00588571887747066
"cg13487026",0.0108534406078669
"cg09784072",0.0327047109216106
"cg04718414",-0.0772112487989401
"cg23489384",-0.00333367333699143
"cg07066907",0.0114988851436997
"cg16015593",-0.00653564423295626
"cg14428252",-0.135573492605607
"cg26033127",0.0220899919921586
"cg24162377",0.0182956328138143
"cg02091781",-0.0986227331806082
"cg10006614",0.00757725484134554
"cg04792813",0.0857127943149685
"cg10597322",-0.0279916365640583
"cg24037358",-0.117319625144978
"cg13270707",0.0219394637532475
"cg24726553",0.0142525881520768
"cg12935359",-0.0285611345995491
"cg26242531",-0.00267224105214421
"cg16092330",-0.136673879974006
"cg07470598",0.0236927169876637
"cg18106434",-0.0549503716316929
"cg11463428",-0.0231132856156467
"cg18599955",-0.106279401975742
"cg14511094",-0.0237751887213044
"cg01505676",-0.0349414432582855
"cg20686313",-0.143139666523374
"cg22496377",-0.0203771679120428
"cg01441963",-0.045434950119669
"cg01045959",-0.135458084097369
"cg07151957",-0.00667203388784438
"cg22108374",0.0253062220117803
"cg03980226",-0.566724667598725
"cg22753661",0.0555987099596868
"cg02018902",0.134831197554377
"cg00128171",-0.204025129966101
"cg10818794",0.0319386969735179
"cg11286436",-0.054029628332787
"cg23121096",-0.125138976854504
"cg10967113",0.536587973689291
"cg04875706",0.0124075137957308
"cg09444070",-0.0207587937241091
"cg11084729",-0.35466675705246
"cg12397981",-0.274078963388772
"cg03196381",-0.270803917070738
"cg22930275",-0.0592778319453156
"cg09744397",-0.0258706841911388
"cg26844804",0.0865747945365797
"cg01923692",-0.0197932841745243
"cg08928871",0.0359183957879358
"cg02224755",0.121257174824614
"cg03515290",0.0854197497007707
"cg03444940",0.0106439062849527
"cg02248941",0.00194976040962219
"cg03796003",-0.00775287789627397
"cg03507326",0.0399487332130257
"cg02993882",0.00592629257539906
"cg01144592",-0.140294986693588
"cg01778790",-0.0338983647407906
"cg00255811",-0.0032122458324893
"cg07041748",0.0871574416243396
"cg03239712",-0.0128768884215289
"cg06285575",-0.00494265893494214
"cg06745229",0.0287244958196011
"cg00001854",-0.507794365362261
"cg04653913",-0.0168727070263183
"cg02593517",0.0288130968350946
"cg07280206",-0.00325207714948757
"cg12499872",0.215557141384541
"cg05181989",0.107362701013464
"cg09532267",-0.136632233569647
"cg07082267",-0.222735105952237
"cg04131583",-0.0224654702845958
"cg01586959",-0.0173482196984152
"cg13494498",0.00179061746875426
"cg12064134",0.00618778396430477
"cg27298262",0.0167486361830302
"cg06972176",-0.0588563190831479
"cg19446165",-0.000574210679078971
"cg04907456",-0.0215612435901018
"cg17812026",-0.0532646583775821
"cg12025027",-0.140612936961801
"cg20526548",-0.0478999744729105
"cg22280258",-0.02810780378347
"cg03407747",0.00530858020970956
"cg12329476",-0.00640403037928589
"cg23324289",-0.0278618825587153
"cg06419432",-0.0617334353077653
"cg13647721",-0.167492942272963
"cg18042079",-0.107362320226558
"cg25952886",0.0865298034813761
"cg15446939",-0.0137216450935129
"cg19935040",0.0508372593167018
"cg02390606",-0.0706200155621133
"cg01728951",-0.0241431448757262
"cg14641400",0.00349171032683901
"cg19587434",-0.0571079394200794
"cg11071401",0.0833554257811775
"cg07584066",0.143489705914925
"cg00685984",-0.00644872402520658
"cg04029134",0.00799962399653101
"cg13683374",-0.147288897715713
"cg12652440",-0.0093146002509632
"cg17546251",0.0834215146924821
"cg18527716",-0.005060593313902
"cg02575092",-0.0127940493518887
"cg03573861",-0.129379372629002
"cg13296578",-0.0277692810784896
"cg22362389",0.00123592572346799
"cg12374579",0.00850742878761215
"cg09364127",-0.0556167733603529
"cg11588288",0.161088653954286
"cg22027946",0.00160659829256215
"cg12640817",0.427186108681949
"cg25754888",0.00640920043473439
"cg15664640",0.091082655320528
"cg26147554",0.311371030878467
"cg19120897",-0.114858461555123
"cg18298927",-0.0336725680666203
"cg18253971",0.00434876690994862
"cg05176991",0.0405041714939802
"cg25071349",0.0195437518287263
"cg02048890",0.149647183359722
"cg05712931",0.241972724227823
"cg15532942",0.0184254893446759
"cg26914205",-0.120850676134988
"cg17830140",0.00435821222357877
"cg23803868",-0.00373731780481032
"cg08134671",-0.0130842784367703
"cg02673351",0.0866541850523847
"cg20893022",-0.0144891311605228
"cg02479575",0.00321677217613491
"cg26660036",0.00443183231637048
"cg00441765",-0.0571488774875002
"cg01977519",-0.127988362439838
"cg11766468",0.00615437209334185
"cg09377704",-0.258858770694431
"cg25782778",0.0669563283112374
"cg21736202",-0.0598198204905221
"cg25243385",0.05961201224366
"cg10582440",0.0416809388664577
"cg19744691",-0.0473403506742165
"cg02821705",1.08909872675323
"cg17763260",-0.28064565123645
"cg18861572",0.0203216493915111
"cg26642774",-0.00229250285143054
"cg18397308",0.0580065591242353
"cg02546618",-0.203216426504944
"cg25280791",-0.0127445938670134
"cg25267487",0.0153008800799598
"cg22996768",-0.0120233336780599
"cg00336028",0.0650691413659446
"cg14931230",-0.211892084741042
"cg04689379",-0.0846388826826443
"cg27009008",-0.11976638690844
"cg07516091",-0.0118781480794116
"cg24302354",0.00243640473165207
"cg15444387",-0.011658756455183
"cg05380433",-0.157762983416764
"cg22331349",0.00215895449537601
"cg22025854",-0.000475785346493761
"cg05218514",0.0123327568532905
"cg04684267",0.180165718078614
"cg10625705",0.375027500171636
"cg10277651",-0.0425572360942164
"cg18331004",-0.0386505434145077
"cg22643294",-0.0290839696678767
"cg20295248",0.0131424249683149
"cg24345349",0.319554540200581
"cg08931129",0.0124160795270494
"cg24615945",0.0482661694232821
"cg05992185",-0.262213072384048
"cg07992052",0.179960265563975
"cg13208584",0.0812723999712888
"cg07547549",0.0490102594898238
"cg25558663",-0.017342918202208
"cg26105558",0.0518276255211686
"cg12102151",-0.0151371414864102
"cg13283635",-0.00219773590646129
"cg07517040",0.0297265668774318
"cg01747792",0.159888296307228
"cg25814743",0.836024059450647
"cg18448991",-0.00130652961617624
"cg01002636",-0.0747420079646657
"cg03142697",-0.00296041465202237
"cg13460409",0.0312579778037973
"cg02867402",0.121961193853419
"cg08073527",0.0351631203533412
"cg08529312",0.0267049377323691
"cg03217915",-0.43939893806461
"cg24875593",0.0218144479045185
"cg04226110",-0.00838101611186319
"cg23081194",-0.0455618306090156
"cg16299891",0.00914601771095937
"cg13732083",-0.0068453320717835
"cg11466708",-0.00721438107181444
"cg19805223",-0.0717348954372448
"cg22239534",0.00240251482352058
"cg13306870",0.00549175432953085
"cg01324372",0.0593430222208048
"cg00343092",-0.00644127523131291
"cg23564243",-0.00734116287908817
"cg00218103",-0.161940743782332
"cg04302775",0.00144548986296435
"cg10618823",-0.0926740726643836
"cg23221113",0.015158743734009
