"","V1"
"cg06736444",0.0720754500730947
"cg22730830",-0.0273867566215386
"cg21514871",-0.0307468732148303
"cg14654875",-0.0430580887737031
"cg14951292",-0.00192735585392107
"cg26962295",0.130439332767428
"cg05995267",-0.00967687370845564
"cg13271951",0.0239966179769674
"cg25771195",0.0612014360294277
"cg13813391",0.128837151023981
"cg14440934",-0.106414632530335
"cg17655614",0.320807646428059
"cg11403598",-0.101429386875387
"cg16893574",-0.0675046133673761
"cg05535113",0.112996813812036
"cg03991512",-0.0733214682992025
"cg22947000",-0.351645069530753
"cg12408911",0.078635106939296
"cg00597076",0.0064980343334987
"cg19731122",0.0163239177937618
"cg11719157",0.0314361042237079
"cg19400725",-0.154047917344702
"cg02228185",-0.741024732308541
"cg03760483",0.153473500963854
"cg14918082",0.0687475819177529
"cg01667702",-0.00754600691396565
"cg20261915",0.0401495273912629
"cg02889982",-0.0443510000460417
"cg05590257",-0.0547886550191413
"cg10213812",-0.000818343981789168
"cg09076584",0.11570453365333
"cg12894984",-0.0328014500726007
"cg05330360",0.014319962637345
"cg14592065",-0.0261453169945466
"cg08074477",0.0364227897174209
"cg08468689",-0.200109526658743
"cg08090640",-0.297688932969083
"cg25809905",-0.305494654630615
"cg05294455",0.0282264164996325
"cg14360917",0.0474973832150816
"cg17129388",0.055850718784644
"cg27210390",-0.168999947939211
"cg19403377",-0.150022900785691
"cg07115820",0.0652165311789088
"cg18743730",0.0266883952888442
"cg16008138",0.0942400564719603
"cg09169283",-0.00375652815254158
"cg20366832",-0.0429804176520511
"cg12146151",0.0385174835892091
"cg14870271",0.183243675188986
"cg19761273",-0.767776723244952
"cg15982419",0.0257930464056364
"cg14894144",0.0193884505186013
"cg04376617",-0.0178710820039381
"cg04727522",0.00948471206823739
"cg20346096",-0.00307714582023006
"cg04601137",-0.0834126879388152
"cg26927807",-0.125643688071021
"cg08634464",-0.00115726137346521
"cg16118817",-0.0465835930069147
"cg17006282",0.0177393539882496
"cg17471102",-0.0871048148335854
"cg03668539",-0.00534378406661591
"cg03221619",0.073727172312832
"cg14156381",-0.115372140349287
"cg05250458",0.0384128319231115
"cg21116314",0.00411118079459828
"cg15013019",-0.0204505179717562
"cg17753124",0.10319928994208
"cg16474696",-0.0249838234930895
"cg02489552",0.075692625898225
"cg09601629",0.0472903562228028
"cg07408456",-0.305519273450451
"cg03621001",0.047839283026072
"cg02217814",-0.0259355032705519
"cg17861230",0.0284937921927387
"cg13899108",0.160125271207361
"cg06952310",0.0158131546838233
"cg06899329",-0.0313957075989167
"cg10133777",-0.000357947668740157
"cg25681177",-0.12697320927967
"cg14166009",0.133468763765328
"cg12024906",0.0922012999309324
"cg03975694",0.337773821507986
"cg25340403",0.0552041352910704
"cg16620032",-0.105519016877991
"cg02149446",-0.0378163336149
"cg26750002",0.086311788608129
"cg12289045",0.03582807833714
"cg20308817",0.0338792671799666
"cg10078829",-0.0413110852931598
"cg06130787",-0.000965926855927108
"cg16731240",0.00321802631638446
"cg27105123",-0.0476992014192664
"cg26209676",-0.0304941709892331
"cg01454134",-0.051546114743422
"cg06458239",0.0268839291462658
"cg22449114",0.206608372202155
"cg06143901",-0.294626795279191
"cg11004890",0.121737115232615
"cg02990033",-0.021424670663422
"cg22333888",0.0563698498010393
"cg20907471",0.0892974988185267
"cg24401441",0.0314211896184067
"cg10003443",0.24452525547236
"cg11277126",-0.818858700817867
"cg04459030",-0.00344077526095872
"cg00431114",-0.0460705480448028
"cg04109382",-0.0374793611984276
"cg06303238",0.153560581720418
"cg14597908",-0.139938445758843
"cg05558390",-0.0781982428837476
"cg20582984",-0.0142599156273193
"cg01817393",-0.0124380515820242
"cg14203179",-0.0205406759272448
"cg10011623",-0.201393676638097
"cg09923671",0.054963486328878
"cg22463915",-0.0200772446151406
"cg05358404",0.0240395893134554
"cg03224418",-0.140159021483493
"cg19242268",-0.102720971087262
"cg02493771",-0.135361644225229
"cg12186917",-0.0846166744177304
"cg13460409",0.21732005178767
"cg12638745",-0.0171430010028897
"cg17398613",0.0947050095561123
"cg21755709",0.112801811961773
"cg07747299",-0.00212470323298986
"cg10296238",-0.00276046882631279
"cg02549424",-0.22760371988272
"cg05442902",-0.0241450076657356
"cg15425811",-0.0671583467266256
"cg03962522",0.0315269898361065
"cg09432376",-0.000341437338758769
"cg19853760",-0.103118883034387
"cg23124451",-0.219087827516225
"cg14679202",-0.0279196847274038
"cg11523020",-0.0456717033051718
"cg13269407",-0.335356424722191
